,condition,sub,networks,mPHI,FC_ENT,ENT_PHI,ENT_Q,ENT_PC,ENT_SIG,mSIG
103,CON,sbj-LOR-7,SUB,0.821911629,1.209121591,1.276506363,1.407627788,1.842949025,0,2.809024724
104,CON,sbj-LOR-8,SUB,0.806419442,1.183831751,1.25424506,1.503878105,1.85693992,0,3.0546697
105,CON,sbj-LOR-9,SUB,0.775082843,0.946409788,1.245032939,1.435095928,1.918046122,0,2.519152669
106,CON,sbj-LOR-10,SUB,0.821696487,1.15593457,1.17489902,1.277850059,1.839959157,0,2.357318207
107,CON,sbj-LOR-11,SUB,0.831591203,1.057875586,1.164323075,1.253516562,1.839225317,0,2.962313365
108,CON,sbj-LOR-12,SUB,0.861809825,1.098974149,1.1662148,1.254069586,1.828813915,0,3.799209446
109,CON,sbj-LOR-13,SUB,0.775112624,0.862767782,1.220961511,1.274105962,1.804445739,0,2.081404982
110,CON,sbj-LOR-14,SUB,0.831342733,1.197746565,1.233435345,1.43412364,1.868200173,0,2.242137853
111,CON,sbj-LOR-15,SUB,0.791659419,1.224850893,1.284119199,1.245574267,1.812791796,0,1.797437908
112,CON,sbj-LOR-16,SUB,0.76228258,1.079557245,1.27666793,1.238293497,1.820366632,0,1.478398279
113,CON,sbj-LOR-1,AAL,0.724888977,1.039491166,1.202575593,1.0636047,1.683812938,1.157677937,1.985945766
114,CON,sbj-LOR-2,AAL,0.73532518,1.238011847,1.358258276,1.219719335,1.79463553,1.250318347,2.396741117
115,CON,sbj-LOR-3,AAL,0.7227212,1.15796773,1.467072297,1.320210106,1.889175089,1.295721309,2.269615023
116,CON,sbj-LOR-4,AAL,0.706481862,0.993945582,0.945871104,1.241486986,1.819198642,1.150651403,1.778592623
117,CON,sbj-LOR-5,AAL,0.721105804,0.967630645,1.184370352,1.220074346,1.660667625,1.295540697,2.299486228
118,CON,sbj-LOR-6,AAL,0.683138712,1.199042638,1.252638535,1.252358854,1.881488083,1.154503797,2.365987503
119,CON,sbj-LOR-7,AAL,0.729219638,0.825869873,1.0276529,1.028197572,1.942002672,1.138018796,2.174946801
120,CON,sbj-LOR-8,AAL,0.709350476,1.194091745,1.391282807,1.465998345,1.781861442,1.392919159,2.225160329
121,CON,sbj-LOR-9,AAL,0.756350327,1.015007475,1.416428755,1.244672582,1.797818979,1.377026309,2.056971722
122,CON,sbj-LOR-10,AAL,0.739809319,1.173732919,1.428562144,1.311137574,1.820353872,1.402169487,2.311923519
123,CON,sbj-LOR-11,AAL,0.719746101,0.933193486,1.052376197,1.134591862,1.799766115,1.131129246,1.273666085
124,CON,sbj-LOR-12,AAL,0.741357789,1.156702273,1.34788037,1.442933235,1.698510707,1.267987133,2.31429432
125,CON,sbj-LOR-13,AAL,0.742576492,0.924792185,1.452312478,1.180420735,1.68644524,1.373322666,1.479229992
126,CON,sbj-LOR-14,AAL,0.721349114,0.968990715,1.038951611,1.240322777,1.794019511,1.189935938,2.132456086
127,CON,sbj-LOR-15,AAL,0.698057423,1.025852934,1.256615615,1.265897299,1.783419199,1.217626774,1.633022029
128,CON,sbj-LOR-16,AAL,0.733212827,1.085895156,1.183525605,1.250528146,1.705179482,1.307071928,2.087252478
129,DEEP,sbj-LOR-1,WB126,0.761964241,1.145029461,1.362282454,1.252065051,1.70875566,1.264612955,2.699399146
130,DEEP,sbj-LOR-2,WB126,0.735174794,0.743173439,0.993104204,1.013223906,1.607203742,1.080358524,2.326018555
131,DEEP,sbj-LOR-3,WB126,0.739025101,1.287030753,1.497188522,1.295718239,1.803368923,1.276061357,2.406813237
132,DEEP,sbj-LOR-4,WB126,0.72308372,0.640177349,1.133387946,0.883900213,1.393674292,1.165332337,1.689725534
133,DEEP,sbj-LOR-5,WB126,0.72811213,0.852983283,1.157374539,1.242341607,1.725435556,1.268263744,2.134779413
134,DEEP,sbj-LOR-6,WB126,0.731419326,1.105729756,1.201728499,1.550738372,1.79341399,1.306982858,2.472466137
135,DEEP,sbj-LOR-7,WB126,0.738970171,0.761619083,1.010179976,1.102119979,1.742667171,1.126759943,2.243207319
136,DEEP,sbj-LOR-8,WB126,0.728486043,0.906861301,1.002804418,1.182876686,1.681646501,1.16198821,1.922010278
137,DEEP,sbj-LOR-9,WB126,0.747937238,0.798255775,1.215493905,1.021932613,1.658719264,1.266361774,1.74028319
138,DEEP,sbj-LOR-10,WB126,0.733609143,0.696562096,1.21461531,1.076950567,1.677027291,1.112735886,2.389501838
139,DEEP,sbj-LOR-11,WB126,0.762333894,0.923534089,1.285042277,1.182106702,1.737293482,1.231519794,2.31852088
140,DEEP,sbj-LOR-12,WB126,0.735969806,0.818636034,1.179668358,1.194529924,1.731932489,1.222961571,1.886387532
141,DEEP,sbj-LOR-13,WB126,0.72064745,0.870846484,1.092738224,1.227387747,1.730708574,1.328208465,1.626664983
142,DEEP,sbj-LOR-14,WB126,0.733956642,0.875109477,1.073616358,1.160228456,1.765985399,1.156950906,2.694558967
143,DEEP,sbj-LOR-15,WB126,0.783630609,0.748256713,1.177550318,0.95614613,1.616985272,1.162064304,1.985147994
144,DEEP,sbj-LOR-16,WB126,0.743630855,0.96963451,1.257706544,1.244153201,1.839543685,1.302497713,1.834805919
145,DEEP,sbj-LOR-1,WB553,0.695866004,1.124549274,1.32988738,1.219159754,1.692572541,0,2.141137507
146,DEEP,sbj-LOR-2,WB553,0.704823446,0.846744855,0.965212387,1.102371499,1.504176686,0,1.838105676
147,DEEP,sbj-LOR-3,WB553,0.664644007,1.255330364,1.438308394,1.330518229,1.659582805,0,2.030380198
148,DEEP,sbj-LOR-4,WB553,0.692352134,0.550080178,0.456215493,0.773057763,1.248824246,0,1.677453907
149,DEEP,sbj-LOR-5,WB553,0.689023113,0.746671661,1.265271355,1.183340803,1.652784548,0,1.920342025
150,DEEP,sbj-LOR-6,WB553,0.682496884,1.167058155,1.516153723,1.501593974,1.676957974,0,2.097494254
151,DEEP,sbj-LOR-7,WB553,0.696061801,0.815648747,0.826085897,1.140999545,1.794469608,0,2.010856736
152,DEEP,sbj-LOR-8,WB553,0.709560677,0.800790281,1.002579587,1.156162387,1.70460638,0,1.706083545
153,DEEP,sbj-LOR-9,WB553,0.686141202,0.986854323,0.608739722,0.904329298,1.626442448,0,1.486509772
154,DEEP,sbj-LOR-10,WB553,0.685781621,0.764670596,0.817804234,0.8856603,1.615259222,0,1.906864595
155,DEEP,sbj-LOR-11,WB553,0.707609509,0.843837456,1.279701626,1.135611898,1.676698059,0,1.877821044
156,DEEP,sbj-LOR-12,WB553,0.695930405,0.875029273,0.821190702,1.334203244,1.606756035,0,1.587738864
157,DEEP,sbj-LOR-13,WB553,0.674732293,0.748575475,0.455143657,1.203366941,1.541170196,0,1.740555396
158,DEEP,sbj-LOR-14,WB553,0.685665046,0.785125044,0.739237457,1.013864782,1.715168944,0,2.322836212
159,DEEP,sbj-LOR-15,WB553,0.727351853,0.739194179,0.614691909,0.871858593,1.516358359,0,1.843500055
160,DEEP,sbj-LOR-16,WB553,0.648698521,1.043646377,1.157015555,1.316508892,1.730237969,0,1.595524812
193,DEEP,sbj-LOR-1,Cor1,0.777786089,0.971382114,1.333812002,1.182994784,1.743438541,0,3.014836283
194,DEEP,sbj-LOR-2,Cor1,0.739277284,0.671107721,1.210640257,0.985350406,1.54013174,0,2.507022901
195,DEEP,sbj-LOR-3,Cor1,0.760804887,1.239593175,1.434068335,1.276802912,1.835614605,0,2.457260733
196,DEEP,sbj-LOR-4,Cor1,0.726804436,0.640779195,1.267163822,0.816411193,1.533608362,0,1.770761787
197,DEEP,sbj-LOR-5,Cor1,0.737149069,0.767876078,1.299317966,1.273746848,1.811662814,0,2.260002813
198,DEEP,sbj-LOR-6,Cor1,0.741773896,1.040009992,1.187746769,1.398569895,1.701358887,0,2.537625642
199,DEEP,sbj-LOR-7,Cor1,0.747643309,0.76416168,1.224526778,1.092751361,1.770935815,0,2.541284514
200,DEEP,sbj-LOR-8,Cor1,0.721801072,0.906640272,1.060169814,1.21324686,1.60761661,0,2.075769343
201,DEEP,sbj-LOR-9,Cor1,0.734762737,0.818078209,1.24420518,1.054524114,1.533795719,0,1.544369996
202,DEEP,sbj-LOR-10,Cor1,0.79112595,0.702406506,1.245270207,1.11329449,1.677938882,0,3.003900957
203,DEEP,sbj-LOR-11,Cor1,0.771270203,0.85398036,1.384445552,1.212343442,1.669954211,0,2.480124695
204,DEEP,sbj-LOR-12,Cor1,0.757853054,0.861249667,1.231519717,1.09407799,1.670740889,0,2.156901986
205,DEEP,sbj-LOR-13,Cor1,0.73505993,0.909206877,1.20368048,1.269188318,1.75200554,0,1.895781448
206,DEEP,sbj-LOR-14,Cor1,0.772626161,0.838351074,1.143126922,1.071267638,1.764925747,0,2.670106424
207,DEEP,sbj-LOR-15,Cor1,0.738782607,0.710676609,1.242003758,1.060472932,1.61990931,0,1.915071724
208,DEEP,sbj-LOR-16,Cor1,0.776986645,0.916765678,1.333296369,1.326119209,1.853179322,0,1.902085795
209,DEEP,sbj-LOR-1,Cor4,0.75040724,1.007254376,1.030866964,1.004148204,1.663306266,0,2.53221891
210,DEEP,sbj-LOR-2,Cor4,0.743058317,0.731558505,0.690234373,1.022669768,1.488104873,0,2.409562334
211,DEEP,sbj-LOR-3,Cor4,0.715450609,1.220346337,1.425662657,1.345361723,1.687576651,0,2.182555263
212,DEEP,sbj-LOR-4,Cor4,0.72272056,0.573295169,0.565887535,0.736972071,1.282100447,0,1.508747175
213,DEEP,sbj-LOR-5,Cor4,0.723513419,0.699494656,0.819154118,1.145573759,1.89140188,0,2.367540161
214,DEEP,sbj-LOR-6,Cor4,0.736694171,1.117499865,1.048344925,1.35396669,1.676566359,0,2.585067827
215,DEEP,sbj-LOR-7,Cor4,0.728764114,0.730116908,0.67551509,1.0864906,1.716244212,0,2.159582651
216,DEEP,sbj-LOR-8,Cor4,0.733300173,0.761862236,0.753414489,1.12534609,1.651680546,0,2.009590436
217,DEEP,sbj-LOR-9,Cor4,0.720036981,0.863883314,0.721237103,0.864366139,1.521258656,0,1.429247587
218,DEEP,sbj-LOR-10,Cor4,0.735358969,0.71028133,0.870879939,0.947448104,1.560594285,0,2.287844412
219,DEEP,sbj-LOR-11,Cor4,0.744083187,0.854212028,0.874930743,1.163389522,1.650354715,0,2.310803597
220,DEEP,sbj-LOR-12,Cor4,0.7465848,0.792738876,0.764840548,1.081475686,1.537517317,0,1.946704136
221,DEEP,sbj-LOR-13,Cor4,0.717194211,0.846549077,0.703574922,1.269612747,1.599312039,0,1.793451946
222,DEEP,sbj-LOR-14,Cor4,0.732806469,0.80331963,0.627807967,0.95790055,1.61634009,0,2.512084624
223,DEEP,sbj-LOR-15,Cor4,0.75453301,0.672777473,0.777301385,0.918564016,1.54575192,0,2.064621016
224,DEEP,sbj-LOR-16,Cor4,0.692535873,1.054670167,0.963482544,1.276173837,1.851460456,0,1.697350148
225,DEEP,sbj-LOR-1,SUB,0.850587349,0.982785563,1.197949765,1.382193078,1.824738604,0,2.755888907
226,DEEP,sbj-LOR-2,SUB,0.832287935,1.192180215,1.205101463,1.357507556,1.915931534,0,2.556608619
227,DEEP,sbj-LOR-3,SUB,0.788335724,0.940274814,1.12423833,1.113680913,1.778574899,0,1.743001024
228,DEEP,sbj-LOR-4,SUB,0.774192564,0.56413,1.117073909,1.157474942,1.684380945,0,4.156577527
229,DEEP,sbj-LOR-5,SUB,0.817562391,1.114989318,1.153568414,1.363040938,1.859241015,0,2.119541833
230,DEEP,sbj-LOR-6,SUB,0.743737624,1.061074369,1.163398128,1.1931697,1.825102827,0,2.871660616
231,DEEP,sbj-LOR-7,SUB,0.87169696,0.955025241,1.093871901,1.321783113,1.887662082,0,3.404919907
